가게이름,가게종류,별점,후기 개수,후기 링크,리뷰 개수,리뷰 링크,주소,지번주소,운영시간,가게 상세보기,가게 전화번호,가게 URL(M과비슷),SNS/웹 홈페이지
빌라드엘르,디저트카페,1.6,44건,https://place.map.kakao.com/2101289204#comment,리뷰 93,https://place.map.kakao.com/2101289204#review,부산 남구 수영로 334 지하1층,(지번) 대연동 54-1,매일 12:00 ~ 22:00,https://place.map.kakao.com/2101289204?openhour=1,상세보기,https://place.map.kakao.com/2101289204,https://instagram.com/villadeelle
커피맛이멜로,커피전문점,(30),후기 미제공,no_link,리뷰 13,https://place.map.kakao.com/13312181#review,제주특별자치도 서귀포시 안덕면 신화역사로 752,(지번) 안덕면 동광리 2-10,영업시간 월~금 10:00 ~ 18:00,https://place.map.kakao.com/13312181?openhour=1,064-792-7971,https://place.map.kakao.com/13312181,https://www.instagram.com/coffee_melo/
소반,한식,4.2,45건,https://place.map.kakao.com/13332514#comment,리뷰 17,https://place.map.kakao.com/13332514#review,제주특별자치도 서귀포시 중동로 23,(지번) 서귀동 260-26,영업시간 월~금 11:00 ~ 15:00,https://place.map.kakao.com/13332514?openhour=1,064-732-2528,no_link,
모헨,카페,3.4,56건,https://place.map.kakao.com/1500680130#comment,리뷰 37,https://place.map.kakao.com/1500680130#review,제주특별자치도 서귀포시 이어도로 973,(지번) 법환동 555,영업시간 매일 10:00 ~ 18:00,https://place.map.kakao.com/1500680130?openhour=1,070-4409-1121,no_link,http://www.instagram.com/mohen.coffee
더라스트드롭,카페,3.8,13건,https://place.map.kakao.com/26797034#comment,리뷰 20,https://place.map.kakao.com/26797034#review,경기 하남시 서하남로 552-36,(지번) 교산동 266-1,월~토 11:00 ~ 22:00,https://place.map.kakao.com/26797034?openhour=1,031-793-8338,no_link,
연희커피,커피전문점,3.7,22건,https://place.map.kakao.com/895804381#comment,리뷰 79,https://place.map.kakao.com/895804381#review,서울 서대문구 연희맛로 17-21,(지번) 연희동 189-4,화~일 12:00 ~ 22:00,https://place.map.kakao.com/895804381?openhour=1,상세보기,https://place.map.kakao.com/895804381,https://www.instagram.com/yeonheecoffee/
스테이196,카페,3.8,8건,https://place.map.kakao.com/1856177225#comment,리뷰 31,https://place.map.kakao.com/1856177225#review,전남 장성군 진원면 진남1로 196,(지번) 진원면 산정리 432-3,영업시간 화~금 10:00 ~ 18:00,https://place.map.kakao.com/1856177225?openhour=1,상세보기,https://place.map.kakao.com/1856177225,https://www.instagram.com/stay_196/
목금,양식,4.4,35건,https://place.map.kakao.com/1715926564#comment,리뷰 148,https://place.map.kakao.com/1715926564#review,서울 성동구 왕십리로2길 34 1층,(지번) 성수동1가 656-1661,매일 11:30 ~ 21:00,https://place.map.kakao.com/1715926564?openhour=1,02-465-3641,no_link,https://instagram.com/mokgeum_seongsu
고단백식당,국수,3.2,30건,https://place.map.kakao.com/10159821#comment,리뷰 66,https://place.map.kakao.com/10159821#review,대전 중구 대종로517번길 62,(지번) 선화동 282-11,Hidden Link,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4,042-257-3681,https://place.map.kakao.com/10159821,
모습,카페,(30),후기 미제공,no_link,리뷰 94,https://place.map.kakao.com/993608238#review,대전 중구 보문산로 331 4층,(지번) 문화동 27-5,"월,수,목,금,토,일 11:00 ~ 21:30",https://place.map.kakao.com/993608238?openhour=1,070-7622-1103,https://place.map.kakao.com/993608238,
블루에이,카페,4.2,5건,https://place.map.kakao.com/32626865#comment,리뷰 58,https://place.map.kakao.com/32626865#review,경북 구미시 송선로4길 49-72 1층,(지번) 선기동 158,영업시간 매일 11:00 ~ 19:00,https://place.map.kakao.com/32626865?openhour=1,054-453-7770,no_link,http://www.instagram.com/cafe_bluea
라온가비,카페,4.2,5건,https://place.map.kakao.com/357751315#comment,리뷰 55,https://place.map.kakao.com/357751315#review,경북 칠곡군 왜관읍 매원1길 5-5,(지번) 왜관읍 매원리 508,매일 11:30 ~ 20:00,https://place.map.kakao.com/357751315?openhour=1,054-973-5008,no_link,https://www.instagram.com/raongabi
수카사,카페,4.3,44건,https://place.map.kakao.com/1444298172#comment,리뷰 73,https://place.map.kakao.com/1444298172#review,제주특별자치도 제주시 구좌읍 행원로9길 11,(지번) 구좌읍 행원리 701,"수,목요일",https://place.map.kakao.com/1444298172?openhour=1,상세보기,https://place.map.kakao.com/1444298172,https://www.instagram.com/sucasa_hj/
그리고3월,카페,2.7,20건,https://place.map.kakao.com/2117504525#comment,리뷰 122,https://place.map.kakao.com/2117504525#review,경기 부천시 조마루로97번길 33-5 1층,(지번) 상동 562-5,매일 11:00 ~ 22:00,https://place.map.kakao.com/2117504525?openhour=1,상세보기,https://place.map.kakao.com/2117504525,http://www.instagram.com/and_march_
이공팔오,카페,4.2,30건,https://place.map.kakao.com/1596466852#comment,리뷰 67,https://place.map.kakao.com/1596466852#review,제주특별자치도 제주시 조천읍 선교로 185 (선흘리 2085번지),(지번) 조천읍 선흘리 2085,목요일,https://place.map.kakao.com/1596466852?openhour=1,010-3348-2085,no_link,http://www.instagram.com/seonheulri2085
인디안썸머,와인바,4.7,76건,https://place.map.kakao.com/476525425#comment,리뷰 19,https://place.map.kakao.com/476525425#review,제주특별자치도 제주시 애월읍 애월로4길 9,(지번) 애월읍 애월리 2127-10,매일 17:00 ~ 01:00,https://place.map.kakao.com/476525425?openhour=1,064-799-8444,no_link,https://www.instagram.com/indiansummer_jeju/
아루스,애견카페,3.8,8건,https://place.map.kakao.com/1861957391#comment,리뷰 40,https://place.map.kakao.com/1861957391#review,경기 화성시 매송면 화성로 2298-8,(지번) 매송면 원평리 264-2,목요일,https://place.map.kakao.com/1861957391?openhour=1,상세보기,https://place.map.kakao.com/1861957391,https://www.instagram.com/arus0510/
한옥카페차차,카페,3.3,4건,https://place.map.kakao.com/1088002178#comment,리뷰 49,https://place.map.kakao.com/1088002178#review,충남 당진시 오류동길 125,(지번) 대덕동 414,"월,수,목,금,토,일 10:00 ~ 21:00",https://place.map.kakao.com/1088002178?openhour=1,041-353-6198,no_link,https://www.instagram.com/cafe_cha_cha_/
쿠지라,일식집,2.5,22건,https://place.map.kakao.com/1037693759#comment,리뷰 73,https://place.map.kakao.com/1037693759#review,울산 중구 학성로 85-2 1층,(지번) 성남동 45-5,월~토 11:30 ~ 20:00 · 브레이크타임 월~토 14:30 ~ 17:00,https://place.map.kakao.com/1037693759?openhour=1,010-9339-5046,no_link,https://instagram.com/kujira_ten
조순금닭도리탕,닭요리,3.7,15건,https://place.map.kakao.com/735756593#comment,리뷰 21,https://place.map.kakao.com/735756593#review,서울 강남구 강남대로62길 22 황산빌딩 2층,(지번) 역삼동 839,월~토 11:30 ~ 22:00,https://place.map.kakao.com/735756593?openhour=1,02-568-6603,no_link,
카페동선동,디저트카페,3.8,26건,https://place.map.kakao.com/1119289963#comment,리뷰 83,https://place.map.kakao.com/1119289963#review,서울 성북구 동소문로 129-2,(지번) 동선동4가 122-3,월~금 12:00 ~ 21:00,https://place.map.kakao.com/1119289963?openhour=1,상세보기,https://place.map.kakao.com/1119289963,https://www.instagram.com/cafe_dongseondong
스페이스뷰,디저트카페,4.0,4건,https://place.map.kakao.com/845112566#comment,리뷰 37,https://place.map.kakao.com/845112566#review,경남 김해시 생림면 인제로611번길 61,(지번) 생림면 나전리 476,매일 11:00 ~ 22:00,https://place.map.kakao.com/845112566?openhour=1,055-323-3025,no_link,
협재화덕 도나토스 DONATO'S,이탈리안,(30),후기 미제공,no_link,리뷰 36,https://place.map.kakao.com/22509774#review,제주특별자치도 제주시 한림읍 협재2길 6,(지번) 한림읍 협재리 2512-1,"월,목,금,토,일 12:00 ~ 21:00 · 브레이크타임 월,목,금 15:30 ~ 17:00",https://place.map.kakao.com/22509774?openhour=1,0507-1401-1981,https://place.map.kakao.com/22509774,https://app.catchtable.co.kr/ct/shop/DONATO'S
아날로그소사이어티,와인바,(30),후기 미제공,no_link,리뷰 62,https://place.map.kakao.com/1343283412#review,강원 강릉시 하슬라로232번길 13 1층,(지번) 교동 1804-6,화~토 17:00 ~ 23:00,https://place.map.kakao.com/1343283412?openhour=1,033-645-0833,https://place.map.kakao.com/1343283412,https://www.instagram.com/analog_society
오버스토리,카페,3.5,28건,https://place.map.kakao.com/879915397#comment,리뷰 134,https://place.map.kakao.com/879915397#review,서울 성북구 선잠로2다길 13-13 지하1층,(지번) 성북동 8-28,화~토 13:00 ~ 21:00,https://place.map.kakao.com/879915397?openhour=1,상세보기,https://place.map.kakao.com/879915397,https://www.instagram.com/overstory.seongbuk/
베리베리,카페,(30),후기 미제공,no_link,리뷰 100,https://place.map.kakao.com/1860013892#review,대구 달서구 달구벌대로309길 8 1층,(지번) 죽전동 273-17,월~토 12:00 ~ 21:00,https://place.map.kakao.com/1860013892?openhour=1,010-6777-9126,https://place.map.kakao.com/1860013892,https://instagram.com/veryvery____
블랙포인트,카페,2.8,16건,https://place.map.kakao.com/799201420#comment,리뷰 76,https://place.map.kakao.com/799201420#review,대전 중구 선화서로29번길 24,(지번) 선화동 403-21,"월,수,목,금,토,일 11:00 ~ 23:00",https://place.map.kakao.com/799201420?openhour=1,상세보기,https://place.map.kakao.com/799201420,http://instagram.com/cafe_b.p
카페치즈태비,카페,(30),후기 미제공,no_link,리뷰 77,https://place.map.kakao.com/871796209#review,제주특별자치도 제주시 구좌읍 행원로7길 18-9,(지번) 구좌읍 행원리 610,"영업시간 월,화,목,금,토,일 11:00 ~ 18:00",https://place.map.kakao.com/871796209?openhour=1,0507-1324-1464,https://place.map.kakao.com/871796209,https://www.instagram.com/cafe_cheesetabby/
어반정글그레이밤부,카페,4.0,19건,https://place.map.kakao.com/561481631#comment,리뷰 32,https://place.map.kakao.com/561481631#review,제주특별자치도 제주시 조천읍 일주동로 1611 1층,(지번) 조천읍 북촌리 371-1,매일 11:00 ~ 20:00,https://place.map.kakao.com/561481631?openhour=1,010-9067-5911,no_link,http://instagram.com/urbanjungle.gb
하조델리,카페,4.5,20건,https://place.map.kakao.com/32159260#comment,리뷰 33,https://place.map.kakao.com/32159260#review,강원 양양군 현북면 조준길 26 1층,(지번) 현북면 하광정리 179,"월,화,수,목,금요일",https://place.map.kakao.com/32159260?openhour=1,0507-1422-9703,no_link,https://www.instagram.com/hajodeli_yangyang/
파크913,양식,3.3,10건,https://place.map.kakao.com/45284778#comment,리뷰 36,https://place.map.kakao.com/45284778#review,서울 강남구 선릉로152길 30,(지번) 청담동 91-3,매일 12:00 ~ 21:00,https://place.map.kakao.com/45284778?openhour=1,0507-1489-8490,no_link,http://Instagram.com/park913_official
공각,카페,4.4,11건,https://place.map.kakao.com/971130778#comment,리뷰 107,https://place.map.kakao.com/971130778#review,충남 천안시 서북구 불당30길 4 1층,(지번) 불당동 1754,매일 11:00 ~ 23:00,https://place.map.kakao.com/971130778?openhour=1,상세보기,https://place.map.kakao.com/971130778,https://www.instagram.com/gngk_coffee/
카페오길,카페,3.4,35건,https://place.map.kakao.com/398553794#comment,리뷰 107,https://place.map.kakao.com/398553794#review,제주특별자치도 제주시 구좌읍 평대5길 40 1층,(지번) 구좌읍 평대리 677-1,"영업시간 월,목,금,토,일 11:00 ~ 18:00",https://place.map.kakao.com/398553794?openhour=1,상세보기,https://place.map.kakao.com/398553794,https://www.instagram.com/cafe_5gil_jeju
마가렛 연남,디저트카페,3.2,36건,https://place.map.kakao.com/1444848888#comment,리뷰 195,https://place.map.kakao.com/1444848888#review,서울 마포구 성미산로29길 10,(지번) 연남동 240-49,매일 12:00 ~ 22:00,https://place.map.kakao.com/1444848888?openhour=1,상세보기,https://place.map.kakao.com/1444848888,https://www.instagram.com/cafe.margaret
보헤아 (휴업중),카페,3.3,10건,https://place.map.kakao.com/1976773454#comment,리뷰 148,https://place.map.kakao.com/1976773454#review,대구 북구 이곡길 35-10,(지번) 서변동 171,Hidden Link,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4,053-942-8737,https://place.map.kakao.com/1976773454,http://www.instagram.com/cafe_bohea/
모먼트모던이터리,양식,2.9,22건,https://place.map.kakao.com/719751496#comment,리뷰 38,https://place.map.kakao.com/719751496#review,서울 서초구 서초대로27길 39 1층,(지번) 방배동 850-27,화~금 10:40 ~ 21:00,https://place.map.kakao.com/719751496?openhour=1,02-6404-2882,no_link,https://www.instagram.com/moment.modern.eatery/
다정도병인양,전통찻집,4.0,22건,https://place.map.kakao.com/856213664#comment,리뷰 47,https://place.map.kakao.com/856213664#review,서울 강북구 4.19로 41-1 2층,(지번) 수유동 567-6,화~일 12:00 ~ 22:30,https://place.map.kakao.com/856213664?openhour=1,02-990-4190,no_link,http://blog.naver.com/dajung4190
식물원K,카페,4.5,2건,https://place.map.kakao.com/879623389#comment,리뷰 55,https://place.map.kakao.com/879623389#review,경기 용인시 처인구 포곡읍 옥현로65번길 238,(지번) 포곡읍 전대리 85-9,화~일 11:00 ~ 20:00,https://place.map.kakao.com/879623389?openhour=1,031-321-9084,no_link,https://www.instagram.com/realgardenk
이디야커피 춘천의암호점,커피전문점,4.5,35건,https://place.map.kakao.com/1357553961#comment,리뷰 65,https://place.map.kakao.com/1357553961#review,강원 춘천시 서면 박사로 734 1층,(지번) 서면 현암리 578-4,Hidden Link,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4,033-255-4716,https://place.map.kakao.com/1357553961,http://www.ediya.com
정산포바닷가,"해물,생선",4.3,24건,https://place.map.kakao.com/10720825#comment,리뷰 31,https://place.map.kakao.com/10720825#review,충남 태안군 근흥면 정산포로 228-9,(지번) 근흥면 정죽리 375-1,화~일 11:30 ~ 21:00 · 브레이크타임 화~일 15:00 ~ 17:30,https://place.map.kakao.com/10720825?openhour=1,041-673-1056,no_link,
로칸다,이탈리안,4.0,22건,https://place.map.kakao.com/259813304#comment,리뷰 58,https://place.map.kakao.com/259813304#review,대구 수성구 무학로27길 47 1층,(지번) 지산동 1002-6,화~토 12:00 ~ 22:00,https://place.map.kakao.com/259813304?openhour=1,0507-1333-1589,no_link,https://www.instagram.com/locanda_official/
털보네고양이,일식집,4.4,36건,https://place.map.kakao.com/24879042#comment,리뷰 48,https://place.map.kakao.com/24879042#review,제주특별자치도 서귀포시 남원읍 태위로 381,(지번) 남원읍 위미리 165-10,"월,화,목,금,토,일 11:30 ~ 20:30 · 브레이크타임 월,화,목,금,토,일 15:00 ~ 17:30",https://place.map.kakao.com/24879042?openhour=1,010-8647-8632,no_link,https://www.instagram.com/tulbone__cat/
호반,양식,3.0,3건,https://place.map.kakao.com/8655542#comment,리뷰 37,https://place.map.kakao.com/8655542#review,대구 수성구 용학로 45,(지번) 두산동 926-3,매일 11:00 ~ 24:00,https://place.map.kakao.com/8655542?openhour=1,053-764-7700,no_link,
크랩52,해산물뷔페,3.9,10건,https://place.map.kakao.com/1331156078#comment,리뷰 54,https://place.map.kakao.com/1331156078#review,서울 강남구 영동대로 511 트레이드타워 52층,(지번) 삼성동 159-1,수~금 12:00 ~ 21:00,https://place.map.kakao.com/1331156078?openhour=1,1644-2066,no_link,https://instagram.com/crab52_official
서유숙카페,커피전문점,3.5,11건,https://place.map.kakao.com/488529821#comment,리뷰 92,https://place.map.kakao.com/488529821#review,충북 충주시 소태면 덕은로 596 1층,(지번) 소태면 복탄리 839-4,영업시간 수~일 11:00 ~ 18:00,https://place.map.kakao.com/488529821?openhour=1,상세보기,https://place.map.kakao.com/488529821,https://www.instagram.com/cafe.seoyoosuk
견생역전,애견카페,3.5,6건,https://place.map.kakao.com/1525186137#comment,리뷰 44,https://place.map.kakao.com/1525186137#review,경기 김포시 양촌읍 김포대로1750번길 29,(지번) 양촌읍 누산리 624-1,Hidden Link,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4,상세보기,https://www.instagram.com/doglife_gimpo/,
오브레멘,카페,3.9,28건,https://place.map.kakao.com/2004380662#comment,리뷰 244,https://place.map.kakao.com/2004380662#review,경북 포항시 북구 해안로 191-1,(지번) 두호동 190-7,매일 10:00 ~ 23:00,https://place.map.kakao.com/2004380662?openhour=1,상세보기,https://place.map.kakao.com/2004380662,
소금빵까페 키친오즈,카페,3.2,24건,https://place.map.kakao.com/26792268#comment,리뷰 17,https://place.map.kakao.com/26792268#review,제주특별자치도 제주시 한림읍 협재로 208,(지번) 한림읍 협재리 958-1,"영업시간 월,수,목,금,토,일 10:00 ~ 19:00",https://place.map.kakao.com/26792268?openhour=1,064-796-7165,no_link,https://www.instagram.com/kitchenoz_jeju
오르토커피,커피전문점,4.9,13건,https://place.map.kakao.com/48112910#comment,리뷰 157,https://place.map.kakao.com/48112910#review,울산 울주군 언양읍 내곡길 21 오르토커피,(지번) 언양읍 송대리 222-2,화~일 11:00 ~ 22:00,https://place.map.kakao.com/48112910?openhour=1,052-973-7371,no_link,
카페7,카페,2.9,18건,https://place.map.kakao.com/18841897#comment,리뷰 39,https://place.map.kakao.com/18841897#review,경기 수원시 권선구 금곡로 5-1,(지번) 금곡동 758-10,매일 10:00 ~ 22:00,https://place.map.kakao.com/18841897?openhour=1,031-294-7786,no_link,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4
도리화과,디저트카페,4.1,17건,https://place.map.kakao.com/1766276489#comment,리뷰 36,https://place.map.kakao.com/1766276489#review,제주특별자치도 제주시 아연로 194 1층,(지번) 오라이동 696-7,영업시간 수~토 11:00 ~ 18:00,https://place.map.kakao.com/1766276489?openhour=1,064-748-3132,no_link,https://instagram.com/dorihwa_
알맞은시간,디저트카페,(30),후기 미제공,no_link,리뷰 72,https://place.map.kakao.com/552481804#review,제주특별자치도 서귀포시 남원읍 신흥앞동산로35번길 2-2,(지번) 남원읍 신흥리 274-3,"영업시간 월,화,수,목,토,일 10:00 ~ 18:00",https://place.map.kakao.com/552481804?openhour=1,070-7799-2741,https://place.map.kakao.com/552481804,https://www.instagram.com/egg_hit_time/
개울가에핀야생화,카페,2.5,37건,https://place.map.kakao.com/26869560#comment,리뷰 124,https://place.map.kakao.com/26869560#review,경기 용인시 수지구 이종무로 112,(지번) 고기동 470,매일 10:00 ~ 21:00,https://place.map.kakao.com/26869560?openhour=1,031-261-4545,no_link,
러브올낫,카페,2.7,12건,https://place.map.kakao.com/1744205827#comment,리뷰 38,https://place.map.kakao.com/1744205827#review,경남 통영시 용남면 용남해안로 230 1층,(지번) 용남면 화삼리 1,"영업시간 월,화,목,금,토,일 11:00 ~ 19:00",https://place.map.kakao.com/1744205827?openhour=1,055-646-0808,no_link,http://www.instagram.com/love_or.not/
카페벙커 본점,카페,4.2,11건,https://place.map.kakao.com/21357905#comment,리뷰 26,https://place.map.kakao.com/21357905#review,경북 경산시 장산로18길 14-1,(지번) 서상동 98-9,영업시간 월~토 10:00 ~ 18:30,https://place.map.kakao.com/21357905?openhour=1,053-817-4008,no_link,https://instagram.com/cafebunker?utm_medium=copy_link
다랑채,전통찻집,4.0,8건,https://place.map.kakao.com/8221281#comment,리뷰 11,https://place.map.kakao.com/8221281#review,인천 강화군 선원면 선원사지로51번길 24,(지번) 선원면 신정리 303,목요일 휴무,https://place.map.kakao.com/8221281?openhour=1,032-934-8460,no_link,http://blog.naver.com/wow_kiki
카페로로,카페,4.0,1건,https://place.map.kakao.com/394591318#comment,리뷰 25,https://place.map.kakao.com/394591318#review,울산 중구 종가29길 6 1층,(지번) 장현동 124-13,영업시간 월~토 11:00 ~ 17:00,https://place.map.kakao.com/394591318?openhour=1,010-9756-4916,no_link,https://www.instagram.com/caferoro/
수풀림,카페,2.3,7건,https://place.map.kakao.com/347252153#comment,리뷰 52,https://place.map.kakao.com/347252153#review,광주 북구 일곡마을로 167-1 1층,(지번) 일곡동 852-2,매일 10:30 ~ 22:30,https://place.map.kakao.com/347252153?openhour=1,상세보기,https://place.map.kakao.com/347252153,http://www.instagram.com/soopuulrim_cafe
카페 세러데이아일랜드,카페,3.9,19건,https://place.map.kakao.com/425388112#comment,리뷰 131,https://place.map.kakao.com/425388112#review,제주특별자치도 서귀포시 남원읍 남한로21번길 28 1층,(지번) 남원읍 남원리 1262,기간 2022년 9월 15일 ~ 2022년 12월 31일,https://place.map.kakao.com/425388112?openhour=1,064-123-4567,no_link,https://instagram.com/saturdayisland_a
무상찻집 (휴업중),전통찻집,4.7,66건,https://place.map.kakao.com/1575289135#comment,리뷰 91,https://place.map.kakao.com/1575289135#review,제주특별자치도 제주시 서광로5길 10,(지번) 용담1동 2826,Hidden Link,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4,010-9314-6075,https://place.map.kakao.com/1575289135,https://www.instagram.com/moosang_noidea/
정조살롱,카페,3.5,14건,https://place.map.kakao.com/971492200#comment,리뷰 88,https://place.map.kakao.com/971492200#review,경기 수원시 팔달구 화서문로32번길 4,(지번) 신풍동 114-2,"월,수,목,금,토,일 12:00 ~ 22:00",https://place.map.kakao.com/971492200?openhour=1,상세보기,https://place.map.kakao.com/971492200,https://www.instagram.com/jeongjo_salon/
보니타커피,카페,3.5,4건,https://place.map.kakao.com/598746461#comment,리뷰 52,https://place.map.kakao.com/598746461#review,울산 동구 해수욕장10길 18 2층,(지번) 일산동 960-5,매일 11:00 ~ 23:00,https://place.map.kakao.com/598746461?openhour=1,070-8808-0811,no_link,https://www.instagram.com/bonita__coffee/
더블럭,커피전문점,3.4,5건,https://place.map.kakao.com/26566254#comment,리뷰 12,https://place.map.kakao.com/26566254#review,충북 제천시 봉양읍 용두대로36길 109,(지번) 봉양읍 미당리 989-58,매일 11:30 ~ 22:00,https://place.map.kakao.com/26566254?openhour=1,상세보기,https://place.map.kakao.com/26566254,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4
네가있는바다,카페,4.5,33건,https://place.map.kakao.com/431299992#comment,리뷰 101,https://place.map.kakao.com/431299992#review,강원 삼척시 원덕읍 갈남길 49-75,(지번) 원덕읍 갈남리 99-6,목요일 휴무,https://place.map.kakao.com/431299992?openhour=1,010-7740-2178,no_link,https://www.instagram.com/negaissneun_bada/
멍프리,애견카페,5.0,4건,https://place.map.kakao.com/595866684#comment,리뷰 33,https://place.map.kakao.com/595866684#review,경남 김해시 한림면 한림로343번길 47-199,(지번) 한림면 장방리 277-4,월~금 12:00 ~ 20:00,https://place.map.kakao.com/595866684?openhour=1,상세보기,https://place.map.kakao.com/595866684,https://www.instagram.com/mungfree/
빛꾸리,전통찻집,3.5,20건,https://place.map.kakao.com/1968403670#comment,리뷰 125,https://place.map.kakao.com/1968403670#review,경북 경주시 손효자길 16-1,(지번) 황남동 250,"월,수,목,금,토,일 11:00 ~ 20:00",https://place.map.kakao.com/1968403670?openhour=1,054-777-4421,no_link,
북한산플레이,카페,2.5,44건,https://place.map.kakao.com/481386331#comment,리뷰 233,https://place.map.kakao.com/481386331#review,경기 고양시 덕양구 북한산로368번길 89,(지번) 효자동 218-1,영업시간 월~금 11:00 ~ 19:00,https://place.map.kakao.com/481386331?openhour=1,02-388-3838,no_link,https://instagram.com/bukhansan_play
기와양과점,"제과,베이커리",3.5,11건,https://place.map.kakao.com/465907578#comment,리뷰 43,https://place.map.kakao.com/465907578#review,경북 경주시 금성로182번길 17-4,(지번) 사정동 141-1,Hidden Link,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4,070-7377-9147,https://place.map.kakao.com/465907578,http://www.instagram.com/giwa_croissant
웰컴,와인바,4.0,22건,https://place.map.kakao.com/596373172#comment,리뷰 38,https://place.map.kakao.com/596373172#review,서울 동작구 성대로29길 50,(지번) 상도동 199-25,화~일 10:00 ~ 24:00,https://place.map.kakao.com/596373172?openhour=1,010-9122-2279,no_link,http://www.instagram.com/welcome_sangdo
쉐어테이블,카페,3.9,8건,https://place.map.kakao.com/1123585458#comment,리뷰 84,https://place.map.kakao.com/1123585458#review,경남 김해시 김해대로2315번길 20,(지번) 봉황동 25-14,매일 11:30 ~ 20:30,https://place.map.kakao.com/1123585458?openhour=1,상세보기,https://place.map.kakao.com/1123585458,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4
커피매거진,카페,3.6,9건,https://place.map.kakao.com/2068251182#comment,리뷰 149,https://place.map.kakao.com/2068251182#review,대구 중구 동성로4길 85 1층,(지번) 공평동 64,매일 12:00 ~ 23:00,https://place.map.kakao.com/2068251182?openhour=1,상세보기,https://place.map.kakao.com/2068251182,
공휴,카페,4.9,21건,https://place.map.kakao.com/1638176595#comment,리뷰 22,https://place.map.kakao.com/1638176595#review,서울 마포구 와우산로 48 1층,(지번) 상수동 93-45,월~토 10:00 ~ 23:00,https://place.map.kakao.com/1638176595?openhour=1,070-8881-0202,no_link,https://www.facebook.com/gonghue
프란디움레스토랑,양식,4.7,3건,https://place.map.kakao.com/1647729762#comment,리뷰 19,https://place.map.kakao.com/1647729762#review,경남 창원시 진해구 냉천북로4번길 10 1층,(지번) 자은동 106-1,화~일 11:00 ~ 21:00 · 브레이크타임 화~일 15:00 ~ 17:00,https://place.map.kakao.com/1647729762?openhour=1,055-552-0715,no_link,
시니피에,카페,3.4,11건,https://place.map.kakao.com/1997614812#comment,리뷰 100,https://place.map.kakao.com/1997614812#review,광주 남구 백서로 78 1층,(지번) 양림동 66-20,화~일 13:00 ~ 21:00,https://place.map.kakao.com/1997614812?openhour=1,상세보기,https://place.map.kakao.com/1997614812,https://www.instagram.com/zzzanseo
어나더그래비티,카페,3.9,11건,https://place.map.kakao.com/1462112753#comment,리뷰 78,https://place.map.kakao.com/1462112753#review,대전 중구 유등천동로 374 1층,(지번) 유천동 339-69,매일 10:00 ~ 22:00,https://place.map.kakao.com/1462112753?openhour=1,0507-1463-1781,no_link,http://instagram.com/another_gravity
현가츠,"돈까스,우동",3.8,29건,https://place.map.kakao.com/436476546#comment,리뷰 16,https://place.map.kakao.com/436476546#review,서울 중구 명동8나길 45 지하1층,(지번) 충무로1가 25-6,월~토 11:00 ~ 21:00,https://place.map.kakao.com/436476546?openhour=1,02-3789-0673,no_link,https://hyunga0673.modoo.at/
카페숨,카페,3.6,66건,https://place.map.kakao.com/200529765#comment,리뷰 394,https://place.map.kakao.com/200529765#review,경기 포천시 소흘읍 죽엽산로 502-61 1층,(지번) 소흘읍 고모리 735-1,"월,화,수,목요일",https://place.map.kakao.com/200529765?openhour=1,031-542-1449,no_link,https://www.instagram.com/cafe_soom/
안카페,커피전문점,4.5,11건,https://place.map.kakao.com/1277231404#comment,리뷰 16,https://place.map.kakao.com/1277231404#review,경남 고성군 동해면 외산로 605 1층,(지번) 동해면 외산리 13-4,월~금 10:30 ~ 21:00,https://place.map.kakao.com/1277231404?openhour=1,010-5552-1469,no_link,
엘리펀트캐슬,"호프,요리주점",4.7,17건,https://place.map.kakao.com/1611743604#comment,리뷰 46,https://place.map.kakao.com/1611743604#review,경기 수원시 팔달구 신풍로23번길 28 1층,(지번) 신풍동 91,"월,수,목,금 17:00 ~ 24:00",https://place.map.kakao.com/1611743604?openhour=1,상세보기,https://place.map.kakao.com/1611743604,https://www.instagram.com/elephantcastle2018
하도1940,카페,4.5,25건,https://place.map.kakao.com/649431482#comment,리뷰 33,https://place.map.kakao.com/649431482#review,제주특별자치도 제주시 구좌읍 해맞이해안로 1681-3,(지번) 구좌읍 하도리 1940,목요일,https://place.map.kakao.com/649431482?openhour=1,064-782-1940,no_link,http://hado1940.7x7.kr
